[2022-09-08 14:15:00, 0.99985, 1.0, 0.99975, 0.99975, 1.0000900000000006, 0.9999749999999997, 0.0, 1.0015, 1.00085], Buy to Open, EUR, USD, 0.0, 20000.0
[2022-09-08 14:15:00, 0.99985, 1.0, 0.99975, 0.99985, 1.0001100000000005, 0.9999849999999997, 0.0, 1.0015, 1.00085], Sell to Close, EUR, USD, 20000.0, 20000.0
[2022-09-08 14:15:00, 0.99985, 1.0, 0.99975, 0.99985, 1.0001100000000005, 0.9999849999999997, 0.0, 1.0015, 1.00085], Sell to Open, EUR, USD, 0.0, 20000.0
[2022-09-08 14:15:00, 0.99985, 1.0, 0.99945, 0.99945, 1.0000300000000006, 0.9999449999999996, 0.0, 1.0015, 1.00085], Buy to Close, EUR, USD, -20000.0, 20000.0
[2022-09-08 14:15:00, 0.99985, 1.0, 0.9994, 0.9994, 1.0000200000000004, 0.9999399999999996, 0.0, 1.0015, 1.00085], Buy to Open, EUR, USD, 0.0, 20000.0
[2022-09-08 14:15:00, 0.86905, 0.8691, 0.86885, 0.869, 0.8690599999999998, 0.8688500000000001, 0.0, 0.8695, 0.86905], Sell to Close, EUR, GBP, 20000.0, 20000.0
[2022-09-08 14:15:00, 0.86905, 0.8691, 0.86885, 0.869, 0.8690599999999998, 0.8688500000000001, 0.0, 0.8695, 0.86905], Buy to Close, EUR, GBP, -20000.0, 20000.0
[2022-09-08 14:15:00, 0.86905, 0.8691, 0.86885, 0.869, 0.8690599999999998, 0.8688500000000001, 0.0, 0.8695, 0.86905], Buy to Open, EUR, GBP, 0.0, 20000.0
[2022-09-08 14:15:00, 0.86905, 0.8692, 0.86885, 0.8691, 0.8690799999999997, 0.8688600000000001, 0.0, 0.8695, 0.86905], Sell to Close, EUR, GBP, 20000.0, 20000.0
[2022-09-08 14:15:00, 0.86905, 0.8692, 0.86885, 0.86915, 0.8690899999999999, 0.8688650000000001, 0.0, 0.8695, 0.86905], Sell to Open, EUR, GBP, 0.0, 20000.0
